DateTime,true_ivix,calculated_ivix
2016/10/27,15.97,15.5096845100165
2016/10/28,16.11,15.232927337555214
2016/10/31,16.11,14.17547872882992
2016/11/1,16.35,13.807853791267299
2016/11/2,16.68,14.21335703197045
2016/11/3,17.74,15.07229590381273
2016/11/4,17.86,15.174526064101846
2016/11/7,19.01,16.303271364169774
2016/11/8,18.59,16.043274697358388
2016/11/9,18.37,15.640716156837845
2016/11/10,17.03,14.206138058073353
2016/11/11,16.27,13.843483696689582
2016/11/14,17.0,14.456557587106925
2016/11/15,16.92,14.428402647715249
2016/11/16,16.6,14.147754980851984
2016/11/17,16.24,13.76909312560684
2016/11/18,15.87,13.602470450761201
2016/11/21,15.65,13.248113038980128
2016/11/22,16.14,13.923682390543068
2016/11/23,16.35,14.021979342396977
2016/11/24,16.13,14.102939772444184
2016/11/25,16.03,13.825411324879314
2016/11/28,15.62,12.027903540380306
2016/11/29,14.86,12.093791970135324
2016/11/30,16.39,14.92974142234674
2016/12/1,15.83,15.840066594097662
2016/12/2,16.22,16.197353872763358
2016/12/5,16.32,16.336411090793117
2016/12/6,15.67,15.386327134252445
2016/12/7,15.15,14.860546288067237
2016/12/8,14.15,13.858268188211435
2016/12/9,14.55,14.383562856454787
2016/12/12,15.44,15.097235933867728
2016/12/13,15.43,15.051876979142367
2016/12/14,15.85,15.372848706362971
2016/12/15,17.17,15.918167222927968
2016/12/16,16.48,16.46861096504336
2016/12/19,16.97,15.900633530804475
2016/12/20,18.42,17.45473396170486
2016/12/21,17.38,16.329406439366693
2016/12/22,17.66,16.555001771986912
2016/12/23,17.51,16.532954697542753
2016/12/26,17.63,16.584710661735038
2016/12/27,18.41,17.366146987957784
2016/12/28,18.28,17.472646083769238
2016/12/29,17.34,5.437966996968424
2016/12/30,17.22,7.98385554037581
2017/1/3,15.86,15.862892245610945
2017/1/4,14.74,14.757649996912155
2017/1/5,14.73,14.734166613737232
2017/1/6,14.49,14.482287735330551
2017/1/9,14.12,14.145159914374114
2017/1/10,13.83,13.840192045766212
2017/1/11,13.78,13.780423646228874
2017/1/12,13.79,13.184073355240727
2017/1/13,13.29,13.299741424849135
2017/1/16,13.34,13.337513158080794
2017/1/17,12.32,12.327736592831503
2017/1/18,12.07,12.076999433651068
2017/1/19,12.08,12.017428734230528
2017/1/20,11.7,11.72649064853453
2017/1/23,11.66,11.669915918212938
2017/1/24,11.63,11.483199152388275
2017/1/25,11.43,11.444480353921122
2017/1/26,11.32,11.850736018670126
2017/2/3,12.43,12.448778698928155
2017/2/6,12.51,12.534544438882685
2017/2/7,11.92,11.938695598563653
2017/2/8,12.78,12.795646185606946
2017/2/9,12.63,12.629887075576699
2017/2/10,12.44,12.461004340800518
2017/2/13,12.04,12.078406349389414
2017/2/14,11.37,11.380886871110008
2017/2/15,11.1,11.127026608322307
2017/2/16,11.19,11.251311694567413
2017/2/17,11.64,11.682662490611536
2017/2/20,12.05,12.090383514512064
2017/2/21,12.29,12.288704483410267
2017/2/22,11.87,11.9017800923241
2017/2/23,11.06,5.665589367174481
2017/2/24,11.24,6.891542260507209
2017/2/27,12.1,7.4278336836304675
2017/2/28,11.94,9.109072433342282
2017/3/1,11.72,11.724362986964753
2017/3/2,12.03,12.043733581533846
2017/3/3,11.34,11.242319471657325
2017/3/6,11.79,11.70511572797662
2017/3/7,11.6,11.615245186277876
2017/3/8,10.82,10.81692596330333
2017/3/9,10.57,10.471451053150618
2017/3/10,10.29,10.209890101451586
2017/3/13,10.63,10.646225387132112
2017/3/14,10.78,10.730672983961322
2017/3/15,11.49,11.414989270187979
2017/3/16,10.34,10.385247461287808
2017/3/17,10.12,9.880842334157911
2017/3/20,10.1,9.852461781245495
2017/3/21,10.11,10.190424131331687
2017/3/22,10.1,9.85387883045287
2017/3/23,9.45,9.5035109302813
2017/3/24,9.43,9.55344364148035
2017/3/27,10.25,5.555934461873386
2017/3/28,10.35,6.443328128687408
2017/3/29,10.04,6.513397654129245
2017/3/30,9.93,6.60637111244009
2017/3/31,9.65,6.259288495658836
2017/4/5,10.07,10.082849132605268
2017/4/6,10.09,10.102210747405179
2017/4/7,10.05,10.064537614670757
2017/4/10,10.12,10.133522754347297
2017/4/11,9.98,9.989182016015624
2017/4/12,9.97,9.998947902680763
2017/4/13,9.99,9.99424219859087
2017/4/14,10.42,10.427889533718595
2017/4/17,10.25,10.257391877170003
2017/4/18,10.31,10.267264935981341
2017/4/19,10.67,10.573805507290965
2017/4/20,10.19,10.25726922024607
2017/4/21,9.72,9.78277309036894
2017/4/24,10.07,10.083588756056274
2017/4/25,9.67,9.7007217760465
2017/4/26,9.29,9.300716567980029
2017/4/27,9.1,7.50507919335302
2017/4/28,9.13,7.772280351579579
2017/5/2,9.09,9.10540021214434
2017/5/3,9.06,9.07420252930608
2017/5/4,9.0,9.013632834775397
2017/5/5,9.29,9.308724224307824
2017/5/8,9.25,9.268942445698467
2017/5/9,8.84,8.85276230747578
2017/5/10,8.38,8.378831889322516
2017/5/11,8.31,8.322179137624946
2017/5/12,8.75,8.741887743241932
2017/5/15,8.87,8.874943923212829
2017/5/16,8.67,8.676045265116086
2017/5/17,8.56,8.578020306336587
2017/5/18,8.49,8.62864947688439
2017/5/19,8.64,8.800509729729807
2017/5/22,8.47,8.646376849969812
2017/5/23,8.59,8.690145221398005
2017/5/24,8.7,8.707064302986064
2017/5/25,12.35,12.846138625228198
2017/5/26,10.88,10.946090404731626
2017/5/31,12.03,12.051612634851352
2017/6/1,12.12,12.128512619630165
2017/6/2,12.9,12.635902646582586
2017/6/5,12.46,11.848156142723347
2017/6/6,12.48,12.398139547541161
2017/6/7,13.83,13.535251880847095
2017/6/8,14.23,14.191466821451746
2017/6/9,15.09,14.96318148481971
2017/6/12,15.45,15.40691231549606
2017/6/13,15.09,15.049187350078022
2017/6/14,14.49,14.268791893040373
2017/6/15,13.9,13.77857917527301
2017/6/16,13.28,13.21308556934356
2017/6/19,13.69,13.725196252116067
2017/6/20,13.99,13.893093852742112
2017/6/21,13.37,13.335096131117957
2017/6/22,13.61,13.629573925047794
2017/6/23,13.9,13.874594306365376
2017/6/26,15.38,15.392371279089337
2017/6/27,14.86,14.916756120164509
2017/6/28,15.04,15.058189435603857
2017/6/29,14.47,11.360760208228662
2017/6/30,14.4,12.282213633014813
2017/7/3,14.07,13.948566768609242
2017/7/4,13.3,13.129681860686333
2017/7/5,14.22,14.242402244625074
2017/7/6,13.82,13.833276122268801
2017/7/7,13.88,13.885611031826844
2017/7/10,13.9,13.908026602333532
2017/7/11,13.73,13.7381108123839
2017/7/12,14.78,14.784960094311977
2017/7/13,14.78,14.79499971064655
2017/7/14,15.76,15.777779128030133
2017/7/17,17.35,17.358513150770168
2017/7/18,16.92,16.93411004183389
2017/7/19,16.99,16.052720112311047
2017/7/20,17.2,17.210285069955148
2017/7/21,16.15,16.15933981968393
2017/7/24,15.71,15.721680142495758
2017/7/25,15.38,15.368277705414071
2017/7/26,15.93,15.95366288069322
2017/7/27,15.88,17.15543502062404
2017/7/28,15.57,16.789706884532634
2017/7/31,15.75,16.5868268862619
2017/8/1,15.06,15.074818341182642
2017/8/2,14.82,14.839670174391252
2017/8/3,15.27,15.280048770798063
2017/8/4,14.94,14.956316248719489
2017/8/7,15.37,15.380304883935622
2017/8/8,14.99,15.018707237419578
2017/8/9,14.25,14.264421434899969
2017/8/10,13.68,13.697779854258535
2017/8/11,14.6,14.614379537901762
2017/8/14,14.27,14.270104273134137
2017/8/15,14.0,14.013120387676054
2017/8/16,13.92,13.92581327226083
2017/8/17,13.69,13.723832147372983
2017/8/18,13.46,13.452627339538568
2017/8/21,13.1,13.174765708586472
2017/8/22,12.46,12.564028979248645
2017/8/23,13.11,13.097391427703903
2017/8/24,12.78,13.180181190507456
2017/8/25,13.83,14.323686783797838
2017/8/28,14.32,11.221484154687753
2017/8/29,14.94,12.379452449895446
2017/8/30,14.67,13.017549451249602
2017/8/31,14.59,13.245005387107675
2017/9/1,14.5,14.518454328872554
2017/9/4,15.01,15.02194046680577
2017/9/5,14.99,15.01199388551436
2017/9/6,15.22,15.23923729147661
2017/9/7,14.71,14.717851025041911
2017/9/8,14.46,14.471090719795452
2017/9/11,15.11,15.120851305745342
2017/9/12,15.17,15.187978107897255
2017/9/13,15.31,15.316406728961251
2017/9/14,14.06,14.077037170526218
2017/9/15,13.62,13.627793825190887
2017/9/18,13.7,13.716249789281584
2017/9/19,12.94,12.95683058788184
2017/9/20,12.81,12.82146295022702
2017/9/21,12.75,12.804844457378886
2017/9/22,12.59,12.624903721124667
2017/9/25,12.82,12.83626954012995
2017/9/26,12.73,12.673157357509593
2017/9/27,12.31,12.323727691175923
2017/9/28,10.53,3.779634500012516
2017/9/29,11.12,2.332489178572925
2017/10/9,11.58,11.598020863439762
2017/10/10,11.64,11.652330772716992
2017/10/11,11.06,11.067873246778207
2017/10/12,10.68,10.690944217244109
2017/10/13,10.66,10.674731871870405
2017/10/16,10.55,10.561740403916428
2017/10/17,10.66,10.659792046273234
2017/10/18,10.26,10.278838500409647
2017/10/19,10.46,10.460441769339505
2017/10/20,10.46,10.479046750232843
2017/10/23,10.33,10.335382806751607
2017/10/24,11.59,11.531312278386899
2017/10/25,11.35,11.362508575043071
2017/10/26,11.16,13.179321417049888
2017/10/27,10.72,12.6427816928802
2017/10/30,11.59,13.152182536147913
2017/10/31,10.93,12.120754423409444
2017/11/1,10.62,10.641425684445483
2017/11/2,10.57,10.578910726430896
2017/11/3,10.41,10.418785668074042
2017/11/6,10.67,10.693037906608486
2017/11/7,10.41,10.419939365272649
2017/11/8,10.76,10.763375161472425
2017/11/9,10.86,10.872506038770403
2017/11/10,11.43,11.440631957923213
2017/11/13,11.52,11.533927512480489
2017/11/14,12.21,12.230750952279397
2017/11/15,12.31,12.313509636195924
2017/11/16,12.03,12.037598645912032
2017/11/17,12.65,12.742005246537566
2017/11/20,14.56,14.656047935916591
2017/11/21,14.54,14.68192076771161
2017/11/22,15.36,15.625848332804054
2017/11/23,16.1,16.794744004139638
2017/11/24,16.92,17.341262210750415
2017/11/27,18.02,12.832548771150872
2017/11/28,15.06,14.517386886130584
2017/11/29,15.68,15.332269929294556
2017/11/30,16.8,13.404928533571544
2017/12/1,17.99,20.17977880333178
2017/12/4,16.03,17.92636339406978
2017/12/5,15.33,17.24577530430912
2017/12/6,16.24,17.698624218266218
2017/12/7,15.75,16.628687079347937
2017/12/8,15.03,16.20020138122287
2017/12/11,14.68,16.17566076938381
2017/12/12,15.24,16.209439134708116
2017/12/13,15.15,15.964025902318562
2017/12/14,15.0,15.863336038002151
2017/12/15,15.18,15.323196123530689
2017/12/18,15.35,16.01582522756239
2017/12/19,15.12,15.797070335000935
2017/12/20,15.31,15.894214922349468
2017/12/21,14.76,15.986010443738532
2017/12/22,14.69,16.09567795546421
2017/12/25,15.32,16.15616227422781
2017/12/26,15.13,16.631392145646117
2017/12/27,16.79,17.998809015282735
2017/12/28,15.51,15.511325522093472
2017/12/29,14.27,14.763409916296588
2018/1/2,15.03,14.868878399413274
2018/1/3,14.81,14.524604089056478
2018/1/4,14.67,14.322445561395321
2018/1/5,14.45,14.069788952410919
2018/1/8,14.81,14.74327608921909
2018/1/9,14.27,13.99697276223546
2018/1/10,14.64,14.214355668312919
2018/1/11,14.95,14.561591135776752
2018/1/12,14.32,14.283546673114664
2018/1/15,15.46,15.532567141093706
2018/1/16,15.99,16.081099517960443
2018/1/17,16.9,17.02432589667294
2018/1/18,18.89,19.11707992986725
2018/1/19,18.88,19.159087877938614
2018/1/22,18.88,18.99547643943378
2018/1/23,19.28,19.391648248412015
2018/1/24,21.04,21.245421142420636
2018/1/25,18.78,18.52594677644972
2018/1/26,17.11,16.931529795500953
2018/1/29,18.49,15.642713352627998
2018/1/30,16.08,18.380680146384567
2018/1/31,17.15,18.731801537809794
2018/2/1,16.79,16.788970850011033
2018/2/2,17.03,17.04818191523444
2018/2/5,18.55,18.57981497817136
2018/2/6,22.2,22.288218733615324
2018/2/7,24.06,24.279655238011284
2018/2/8,25.67,25.92894371852029
2018/2/9,33.06,34.86212680396027
2018/2/12,28.19,29.396618153683967
2018/2/13,27.53,28.464931774075453
2018/2/14,27.32,28.102125952519714
2018/2/22,27.32,26.35489736347032
2018/2/23,27.32,23.8539023784471
2018/2/26,27.32,24.4839924100846
2018/2/27,27.32,25.869325628745223
2018/2/28,27.32,26.133279322531433
2018/3/1,27.32,23.929892634885068
2018/3/2,27.32,23.756483343656935
2018/3/5,27.32,22.334918704158216
2018/3/6,27.32,21.074626348778974
2018/3/7,27.32,22.008732193803898
2018/3/8,27.32,21.085891864293902
2018/3/9,27.32,20.53331935091396
2018/3/12,27.32,21.422097825064068
2018/3/13,27.32,21.849743051692926
2018/3/14,27.32,21.084688879029105
2018/3/15,27.32,20.52403045418843
2018/3/16,27.32,20.863731321389974
2018/3/19,27.32,21.045168290042625
2018/3/20,27.32,20.910516736032545
2018/3/21,27.32,21.37821750086308
2018/3/22,27.32,21.093064171229926
2018/3/23,27.32,25.311074847001645
2018/3/26,27.32,24.783227676966625
2018/3/27,27.32,23.79505833745882
2018/3/28,27.32,24.914278767831124
2018/3/29,27.32,17.674977319080508
2018/3/30,27.32,19.802429442203373
2018/4/2,27.32,24.80155707819007
2018/4/3,27.32,24.713243329492975
2018/4/4,27.32,24.458455988296237
2018/4/9,27.32,24.990104494795297
2018/4/10,27.32,23.462104156759526
2018/4/11,27.32,23.9565043095001
2018/4/12,27.32,24.385626853385002
2018/4/13,27.32,24.668907392315077
2018/4/16,27.32,25.548737526863697
2018/4/17,27.32,25.65193822826557
2018/4/18,27.32,25.273327597269613
2018/4/19,27.32,23.703626242771257
2018/4/20,27.32,22.92906260678493
2018/4/23,27.32,22.860250598960477
2018/4/24,27.32,23.020790498937142
2018/4/25,27.32,22.782253692092095
2018/4/26,27.32,24.474877589807186
2018/4/27,27.32,25.598856058224364
2018/5/2,27.32,25.43419158335928
2018/5/3,27.32,25.631467164833882
2018/5/4,27.32,25.95246173415274
2018/5/7,27.32,25.655142304689406
2018/5/8,27.32,24.50809177779475
2018/5/9,27.32,23.97927428049142
2018/5/10,27.32,22.507377991349962
2018/5/11,27.32,22.098215474117204
2018/5/14,27.32,20.891219611481688
2018/5/15,27.32,19.929871694680763
2018/5/16,27.32,20.383847533632355
2018/5/17,27.32,19.07524363669436
2018/5/18,27.32,18.278781780239594
2018/5/21,27.32,18.30465994575334
2018/5/22,27.32,17.747464795720553
2018/5/23,27.32,18.674643054754135
2018/5/24,27.32,18.24198893319588
2018/5/25,27.32,18.123286195530422
2018/5/28,27.32,14.154225372933132
2018/5/29,27.32,15.192226920574726
2018/5/30,27.32,19.271539349603405
2018/5/31,27.32,17.683579136113945
2018/6/1,27.32,20.45029165363779
2018/6/4,27.32,19.413448322080846
2018/6/5,27.32,19.120037125275708
2018/6/6,27.32,18.77861082156279
2018/6/7,27.32,18.176149350120912
2018/6/8,27.32,19.451973666899924
2018/6/11,27.32,20.133916663985424
2018/6/12,27.32,19.037985046075523
2018/6/13,27.32,19.387438958937693
2018/6/14,27.32,19.79612482444916
2018/6/15,27.32,20.251723046154986
2018/6/19,27.32,23.948407865291873
2018/6/20,27.32,21.412080237657253
2018/6/21,27.32,20.198782438650074
2018/6/22,27.32,19.80728668517765
2018/6/25,27.32,20.891441640471847
2018/6/26,27.32,21.351479100741212
2018/6/27,27.32,23.037738124183335
2018/6/28,27.32,20.515660274829223
2018/6/29,27.32,17.502331519232982
2018/7/2,27.32,25.55549549661591
2018/7/3,27.32,26.340780110939637
2018/7/4,27.32,26.946419414290823
2018/7/5,27.32,27.26888280732386
